feature_name,feature_type,country,population,latitude,longitude
Kediri,City,Indonesia,235143,-7.7896163,112.0000264
Kismaayo,City,Somalia,234852,-0.3566333,42.5183243
Ibb,City,Yemen,234837,13.9758511,44.170885
Türkmenabat,City,Turkmenistan,234817,39.1100016,63.5800362
Punto Fijo,City,Venezuela,234736,11.7199939,-70.2100145
Porbandar,City,India,234684,21.6699809,69.6700004
Zacatecas,City,Mexico,234481,22.7704305,-102.5800025
Santa Ana,City,El Salvador,234478,13.9946096,-89.5597636
Santa Ana,City,Bolivia,234478,-13.7600012,-65.5799612
Singaraja,City,Indonesia,234468,-8.1151993,115.094398
Pensacola,City,United States of America,234384,30.4211263,-87.2169351
Dili,City,Timor-Leste,234331,-8.5593884,125.5794559
Nizhnekamsk,City,Russia,234297,55.6404397,51.8200305
Zabol,City,Iran,233968,31.0214514,61.4814563
Rancagua,City,Chile,233268,-34.1700215,-70.7399821
Clermont-Ferrand,City,France,233050,45.7799821,3.0800081
Kremenchuk,City,Ukraine,232742,49.0835272,33.4296285
Niamey,City,Niger,232555,13.4916429,7.0964038
Ploiești,City,Romania,232542,44.9469064,26.036488
Nakhon Si Thammarat,City,Thailand,232335,8.3999898,99.9700114
Hetauda,City,Nepal,232334,27.4166844,85.033352
Saidpur,City,Bangladesh,232209,25.8004265,88.9999833
Al Fallujah,City,Iraq,231819,33.347666,43.7772656
Santa Rosa,City,United States of America,231792,38.4504037,-122.6999889
Shishou,City,China,231787,29.7003951,112.400002
Ngaoundéré,City,Cameroon,231357,7.3203658,13.5799873
Debrecen,City,Hungary,231286,47.5304696,21.6300386
Osnabrück,City,Germany,231268,52.280438,8.049989
Hailar,City,China,231171,49.1999801,119.7000215
Syktyvkar,City,Russia,230910,61.6599947,50.8199882
Zhangye,City,China,230728,38.9299868,100.4500337
Ilhéus,City,Brazil,230622,-14.7800423,-39.0500043
Santarém,City,Brazil,230428,-2.4332507,-54.6999793
Zinder,City,Niger,230358,13.7999962,8.983317
Nukus,City,Uzbekistan,230006,42.4700033,59.6150069
Magdeburg,City,Germany,229826,52.1304214,11.6200036
Tlimcen,City,Algeria,229777,34.8904142,-1.3200076
Noginsk,City,Russia,229731,55.8704256,38.4800179
Noginsk,City,Russia,229731,64.4833108,91.2333353
Nawabshah,City,Pakistan,229504,26.245438,68.4000004
Bharatpur,City,India,229384,27.20937409378136,77.50741092611864
Salem,City,United States of America,229010,44.9280703,-123.0238967
Uitenhage,City,South Africa,228912,-33.7596073,25.3900158
Beipiao,City,China,228515,41.8100177,120.7600085
Er Rachidia,City,Morocco,228489,31.9404134,-4.4499716
Fort Collins,City,United States of America,228385,40.5606883,-105.0588693
Fort Pierce,City,United States of America,228245,27.4467859,-80.3258053
Petropavlovsk,City,Kazakhstan,228238,54.8799951,69.220002
Miri,City,Malaysia,228212,4.3999239,113.9845048
Nassau,City,Bahamas,227940,25.0833901,-77.3500438
Iquique,City,Chile,227499,-20.2499927,-70.1299677
Hyeson,City,North Korea,227461,41.3927305,128.1927331
Puducherry,City,India,227411,11.9349937,79.8300004
Quillacollo,City,Bolivia,227052,-17.3999857,-66.279996
Starsy Oskol,City,Russia,226977,51.3004203,37.8399536
Liaocheng,City,China,226930,36.4304236,115.9700166
Gusau,City,Nigeria,226857,12.1704057,6.6599963
Tanjungpinang,City,Indonesia,226666,0.916829,104.471442
Chon Buri,City,Thailand,226618,13.4004081,100.9999743
Chuncheon,City,South Korea,226509,37.8747024,127.7341565
Monywa,City,Myanmar,226222,22.1049931,95.1499955
Sabzewar,City,Iran,226183,36.220023,57.6300118
Grozny,City,Russia,226100,43.3186853,45.6986987
Kolpino,City,Russia,225801,59.7300092,30.6500048
Lancaster,City,United States of America,225799,34.6980487,-118.135823
Sikasso,City,Mali,225753,11.3204059,-5.6799998
Mubi,City,Nigeria,225705,10.2703408,13.2700321
Kissimmee,City,United States of America,225494,28.2920573,-81.4077806
Novi Sad,City,Serbia,225457,45.2503762,19.8499406
Juazeiro do Norte,City,Brazil,225230,-7.2100134,-39.3200137
Nyanza,City,Rwanda,225209,-2.3495866,29.7400345
Skikda,City,Algeria,225181,36.880422,6.8999816
Karnal,City,India,225049,29.680448,76.9699682
Bạc Liêu,City,Vietnam,225000,9.2803754,105.7199963
Matsumoto,City,Japan,224926,36.2404352,137.9700175
Tanga,City,Tanzania,224876,-5.0700407,39.0900065
Sucre,City,Bolivia,224838,-19.0409708,-65.2595156
Nacala,City,Mozambique,224795,-14.5186112,40.7150236
Vitoria,City,Spain,224578,42.8499801,-2.6699768
Nagercoil,City,India,224329,8.180365,77.4299918
Nicosia,City,Cyprus U.N. Buffer Zone,224300,35.1666765,33.3666349
Haeju,City,North Korea,224231,38.039421,125.7143831
Adıyaman,City,Turkey,223744,37.7703935,38.2799267
Okara,City,Pakistan,223648,30.8104049,73.450028
Narayanganj,City,Bangladesh,223622,23.6204045,90.4999951
Colima,City,Mexico,223287,19.2299748,-103.7200104
Hancheng,City,China,222135,35.4704305,110.429993
Arar,City,Saudi Arabia,222016,30.9900063,41.0206897
Itabuna,City,Brazil,221938,-14.7896024,-39.2800161
Banja Luka,City,Bosnia and Herz.,221738,44.7804049,17.1799743
Gueckedou,City,Guinea,221715,8.5539961,-10.1510005
Neyshabur,City,Iran,221700,36.220023,58.8200166
Amol,City,Iran,221650,36.4713255,52.3633048
Tapachula,City,Mexico,221521,14.8999807,-92.2699858
Formosa,City,Argentina,221383,-26.1728353,-58.1828158
Shakhty,City,Russia,221312,47.7203805,40.2700378
Blagoveshchensk,City,Russia,221296,50.2666075,127.5333418
Tallahassee,City,United States of America,221222,30.4499876,-84.2800342
Saint-Louis,City,Mauritania,220792,16.0199898,-16.5100106
Córdoba,City,Mexico,220563,18.9203813,-96.9199862
Babruysk,City,Belarus,220517,53.1265621,29.1927811
Cabanatuan,City,Philippines,220250,15.5020886,120.9617016
Polokwane,City,South Africa,220045,-23.8900289,29.4500264
Lhasa,City,China,219599,29.6450238,91.1000101
Thanjavur,City,India,219571,10.7704136,79.1500419
Gabès,City,Tunisia,219517,33.900423,10.099993
Baghlan,City,Afghanistan,218748,36.1393303,68.6992586
Velikiy Novgorod,City,Russia,218717,58.4999809,31.330015
Wuhai,City,China,218427,39.6646965,106.8122294
Dodoma,City,Tanzania,218269,-6.1833061,35.7500036
Bertoua,City,Cameroon,218111,4.5804297,13.6799812
Imperatriz,City,Brazil,218106,-5.520039,-47.4900059
Potsdam,City,Germany,218095,52.4004049,13.0699926
York,City,United States of America,218010,39.9629212,-76.7280404
Columbus,City,United States of America,217980,32.4704328,-84.9800173
San Pedro de Macorís,City,Dominican Rep.,217899,18.4503583,-69.2999667
Mallawi,City,Egypt,217365,27.730412,30.8399674
Sibolga,City,Indonesia,217312,1.7499823,98.8000052
Orléans,City,France,217301,47.9004212,1.9000284
Denow,City,Uzbekistan,217274,38.2771584,67.8871635
Colombo,City,Sri Lanka,217000,6.9319658,79.8577506
Daytona Beach,City,United States of America,216890,29.2105542,-81.0230754
Gilgit,City,Pakistan,216760,35.9170958,74.300002
Rybinsk,City,Russia,216724,58.0503443,38.8199971
Groningen,City,Netherlands,216688,53.2204065,6.5800012
Trieste,City,Italy,216035,45.6503776,13.8000256
Nablus,City,Palestine,215981,32.2214815,35.2544266
Kielce,City,Poland,215733,50.8903937,20.6600203
Mulhouse,City,France,215454,47.7504045,7.34998
Biysk,City,Russia,215430,52.534066,85.1800097
Owerri,City,Nigeria,215038,5.4929971,7.0260036
Zamora,City,Mexico,214947,19.9803683,-102.2800208
Navoi,City,Uzbekistan,214828,40.1104057,65.3549666
Split,City,Croatia,214741,43.5204043,16.4699918
Oradea,City,Romania,213830,47.0499821,21.9199951
Lutsk,City,Ukraine,213661,50.7471983,25.3333785
Portoviejo,City,Ecuador,213601,-1.0600012,-80.4599832
Bergen,City,Norway,213585,60.3910024,5.3245223
Brăila,City,Romania,213569,45.2919961,27.9690035
Lubbock,City,United States of America,213300,33.5800033,-101.8799677
Nanping,City,China,213054,26.6303758,118.1699857
Machala,City,Ecuador,213034,-3.260022,-79.9599878
Huntsville,City,United States of America,212733,34.7199595,-86.6099954
Limbe,City,Cameroon,212474,4.0303858,9.1900227
Marília,City,Brazil,212218,-22.2100281,-49.9500108
Kırıkkale,City,Turkey,211138,39.8503699,33.5299841
Springfield,City,United States of America,210939,37.1800161,-93.3199992
Abha,City,Saudi Arabia,210886,18.2300875,42.5001342
San-Pedro,City,Côte d'Ivoire,210273,4.7704181,-6.6399671
Toamasina,City,Madagascar,210226,-18.1817985,49.4049841
Pali,City,India,210103,25.7903754,73.329932
Thái Bình,City,Vietnam,210000,20.4503041,106.3330296
Oral,City,Kazakhstan,209788,51.2711198,51.3349955
Presidente Prudente,City,Brazil,209502,-22.1200077,-51.3900004
Lancaster,City,United States of America,209489,40.0377745,-76.3057664
Sanming,City,China,209444,26.2299868,117.5800476
Rennes,City,France,209375,48.1000214,-1.670012
Ijebu Ode,City,Nigeria,209175,6.820448,3.9200085
Tema,City,Ghana,209000,5.640365,0.0100146
Santander,City,Spain,208763,43.3804645,-3.7999854
Sidi bel Abbes,City,Algeria,208604,35.1903443,-0.6399716
Bojnurd,City,Iran,208582,37.4699984,57.3200048
La Romana,City,Unknown,208437,18.4170012,-68.966602
Gaborone,City,Botswana,208411,-24.6463135,25.9119478
Hajjah,City,Yemen,208287,15.6917411,43.6021342
Waitakere,City,New Zealand,208100,-36.8524493,174.5542788
Lobito,City,Angola,207932,-12.3700085,13.54123
Pingliang,City,China,207256,35.5303752,106.6800927
Laoag,City,Philippines,207048,18.1988491,120.5936104
Bahir Dar,City,Ethiopia,206748,11.6000529,37.3832889
Yamoussoukro,City,Côte d'Ivoire,206499,6.818381,-5.2755026
Beer Sheva,City,Israel,206408,31.2500163,34.8300081
Salzburg,City,Austria,206279,47.8104783,13.0400203
Kalemie,City,Dem. Rep. Congo,206257,-5.9332955,29.2000158
North Shore,City,New Zealand,205605,-36.7912685,174.7758388
Jiutai,City,China,205399,44.1447331,125.8443493
Campeche,City,Mexico,205212,19.8299898,-90.4999905
Puqi,City,China,205164,29.7204197,113.880015
São Carlos,City,Brazil,205035,-22.0200138,-47.8899815
Funchal,City,Portugal,204767,32.6499825,-16.8800397
Criciúma,City,Brazil,204217,-28.6800207,-49.3899675
Lampang,City,Thailand,204081,18.2915566,99.4812557
Colón,City,Panama,204000,9.3650214,-79.8749801
Salalah,City,Oman,203877,17.0254582,54.0852152
Sibu,City,Malaysia,203832,2.3029718,111.8430334
Las Tunas,City,Cuba,203684,20.9601276,-76.9543832
Appleton,City,United States of America,203665,44.268679,-88.4005062
Lianxian,City,China,203639,24.7815222,112.3825354
Guaratinguetá,City,Brazil,203580,-22.819965,-45.1899913
Pisa,City,Italy,203336,43.7204696,10.4000264
Agartala,City,India,203264,23.8354043,91.2799991
Erfurt,City,Germany,203254,50.9700529,11.0299621
Timon,City,Brazil,203157,-5.1149992,-42.8449665
Edéa,City,Cameroon,203149,3.8004773,10.1199918
Rostock,City,Germany,203080,54.0703805,12.1499971
Ongole,City,India,202860,15.505577334845766,80.05770666642721
Djougou,City,Benin,202810,9.7004273,1.6800419
Khvoy,City,Iran,202728,38.5303988,44.9700093
Mossoró,City,Brazil,202583,-5.1900333,-37.3400053
Barishal,City,Bangladesh,202242,22.700409,90.3749898
Biskra,City,Algeria,202103,34.8599768,5.7300272
Angren,City,Uzbekistan,202070,41.0303754,70.154932
Taranto,City,Italy,202033,40.5083917,17.2299971
Pskov,City,Russia,201990,57.829996,28.3299397
Al Khums,City,Libya,201943,32.6604212,14.2599975
Minatitlán,City,Mexico,201902,17.9804645,-94.5300029
Chiniot,City,Pakistan,201781,31.7199876,72.9799792
Pingzhen,City,Taiwan,201632,24.9438889,121.2161111
San Miguel,City,El Salvador,201563,13.4833488,-88.183336
Lashkar Gah,City,Afghanistan,201546,31.582998,64.3599996
Daşoguz,City,Turkmenistan,201424,41.8399901,59.9649597
Sete Lagoas,City,Brazil,201334,-19.4496281,-44.249997
Gedaref,City,Sudan,201282,14.0399815,35.3800004
Cartagena,City,Spain,201274,37.6004297,-0.9800283
Puri,City,India,201026,19.8204297,85.9000175
Dindigul,City,India,200797,10.359907617238134,77.97828494841018
Haldia,City,India,200762,22.0256698,88.0583353
Rivera,City,Uruguay,200000,-30.8995752,-55.5600043
Az Zawiyah,City,Libya,200000,32.7604151,12.7199882
Pokhara,City,Nepal,200000,28.204200899659607,84.00558021350962
Waukegan,City,United States of America,200000,42.3640408,-87.8447262
Bergamo,City,Italy,200000,45.7004004,9.6699934
Kasama,City,Zambia,200000,-10.1995984,31.1799467
Moratuwa,City,Sri Lanka,200000,6.7803988,79.8800232
Zhubei,City,Taiwan,200000,24.8333333,121.0119444
Nema,City,Mauritania,200000,16.6170593,-7.2500074
Meymaneh,City,Afghanistan,199795,35.9302216,64.7700927
Bacău,City,Romania,199668,46.5784347,26.9196382
Taza,City,Morocco,199633,34.2203776,-4.019972
Batu Pahat,City,Malaysia,199619,1.8503638,102.9333447
Balakovo,City,Russia,199572,52.0299882,47.8000175
Armavir,City,Russia,199548,45.0003915,41.130037
Rashid,City,Egypt,199509,31.4603911,30.3900207
Bila Tserkva,City,Ukraine,199163,49.7743119,30.1309151
Saskatoon,City,Canada,198958,52.1700314,-106.6699854
Aydın,City,Turkey,198857,37.8499752,27.8500207
Huangyan,City,China,198713,28.65002,121.2500044
Bulandshahr,City,India,198612,28.4103705,77.8484159
Green Bay,City,United States of America,198611,44.5299809,-88.0000139
Kushiro,City,Japan,198566,42.9749595,144.3746911
Purnia,City,India,198453,25.7854144,87.4799727
Montgomery,City,United States of America,198325,32.3616022,-86.2791887
Martapura,City,Indonesia,198239,-3.413501,114.8364941
Roanoke,City,United States of America,198171,37.2711992,-79.9416169
Gemena,City,Dem. Rep. Congo,198056,3.2600193,19.7699971
Thanh Hóa,City,Vietnam,197551,19.8200163,105.7999914
Mbanza-Ngungu,City,Dem. Rep. Congo,197545,-5.2496163,14.8600126
Kōfu,City,Japan,197540,35.6503937,138.5833134
Salamanca,City,Mexico,197524,20.5704098,-101.2000092
Talca,City,Chile,197479,-35.43021009325654,-71.6656369430057
Proddatur,City,India,197451,14.7504291,78.5700256
El Tigre,City,Venezuela,197440,8.8903475,-64.2600159
Gurgaon,City,India,197340,28.4500063,77.019991
Burhanpur,City,India,197233,21.284520155461166,76.17240563336235
Kure,City,Japan,196991,34.2509701,132.5655928
Cartago,City,Costa Rica,196946,9.8699776,-83.9299781
Porlamar,City,Venezuela,196934,10.9603762,-63.8499893
Manchester,City,United States of America,196566,42.9959918,-71.4552873
Reims,City,France,196565,49.2503904,4.029976
Engels,City,Russia,196011,51.5004081,46.1200166
Burgas,City,Bulgaria,195966,42.5146,27.4746431
Gandhinagar,City,India,195891,23.218993822470544,72.64355575894791
Iskandar,City,Uzbekistan,195633,41.5507312,69.6807491
Nagaoka,City,Japan,195318,37.450413,138.8600406
Coro,City,Venezuela,195227,11.4200122,-69.6799952
Brikama,City,Gambia,195136,13.2803638,-16.6599498
Severodvinsk,City,Russia,194292,64.5700238,39.830013
Al Jahra,City,Kuwait,194193,29.3374715,47.6580623
Bongor,City,Chad,193941,10.2859471,15.3871639
Divinópolis,City,Brazil,193832,-20.1495337,-44.8999832
Tarakan,City,Indonesia,193069,3.3000169,117.6330159
Machilipatnam,City,India,192827,16.2004181,81.1799955
Oxford,City,United Kingdom,192796,51.751827978066444,-1.2480763373698314
Ciudad Madero,City,Mexico,192736,22.3189077,-97.836106
Bayamo,City,Cuba,192632,20.3795429,-76.6432911
Klaipėda,City,Lithuania,192307,55.720409,21.1199406
Dunhua,City,China,191870,43.3504922,128.2200183
Ziguinchor,City,Senegal,191716,12.5899925,-16.2899982
Barrancabermeja,City,Colombia,191403,7.0899923,-73.849999
Zlatoust,City,Russia,191366,55.1749901,59.6499918
Muar,City,Malaysia,191346,2.0337376,102.566597
Dhamar,City,Yemen,191259,14.5574693,44.3874609
Valera,City,Venezuela,191167,9.3199595,-70.6200153
Bridgetown,City,Barbados,191152,13.1020026,-59.6165267
Gainesville,City,United States of America,191097,29.65138,-82.3250373
Bhiwani,City,India,190855,28.8100102,76.1250069
Norwich,City,United Kingdom,190756,52.630365,1.3000134
Butuan,City,Philippines,190557,8.9495429,125.5435925
Caen,City,France,190099,49.1837537,-0.3499893
St.-Denis,City,France,190047,-20.8788948,55.4480778
Sadiqabad,City,Pakistan,189876,28.3006356,70.1302307
La Paz,City,Mexico,189767,24.1399593,-110.3199952
Sơn Tây,City,Vietnam,189547,21.1381787,105.5050223
Aberdeen,City,United Kingdom,189364,57.145133499698055,-2.105049991692299
Syzran,City,Russia,189338,53.1699962,48.479976
Đồng Hới,City,Vietnam,189265,17.4833372,106.6000459
Mwene-Ditu,City,Dem. Rep. Congo,189177,-7.0000004,23.4400057
Kabwe,City,Zambia,188979,-14.4400114,28.4499841
Quelimane,City,Mozambique,188964,-17.8800081,36.8899857
Cork,City,Ireland,188907,51.89283760162047,-8.465109738576434
Parakou,City,Benin,188853,9.34001,2.6200362
Catamarca,City,Argentina,188812,-28.4700077,-65.7800007
Nandyal,City,India,188654,15.464096780310284,78.48663840446497
Ft. Myers,City,United States of America,188606,26.6402977,-81.860492
Angers,City,France,188380,47.4800075,-0.5300299
Mostaganem,City,Algeria,188354,35.940376,0.0899839
Laayoune,City,Morocco,188084,27.1499823,-13.2000059
Paarl,City,South Africa,187865,-33.6995593,18.9600207
Rio Grande,City,Brazil,187838,-32.0494791,-52.1200076
Szeged,City,Hungary,187765,46.2503927,20.1500256
Arapiraca,City,Brazil,187668,-9.7500134,-36.6699945
Ternate,City,Indonesia,187521,0.7929606,127.3630163
Petropavlovsk-Kamchatsky,City,Russia,187282,53.0619924,158.6230204
Kimchaek,City,North Korea,187270,40.6723094,129.202749
Puerto Vallarta,City,Mexico,187134,20.6770958,-105.2449819
Gibraltar,City,Gibraltar,187083,36.128341769040006,-5.346014061862125
Cachoeiro de Itapemirim,City,Brazil,187019,-20.8500077,-41.1299807
Pinar del Rio,City,Cuba,186990,22.4175063,-83.6980801
Manpo,City,North Korea,186827,41.145433,126.2958463
Olsztyn,City,Poland,186670,53.77258429042908,20.48556398050473
San Cristobal de Las Casas,City,Mexico,186661,16.749997,-92.6333745
Cienfuegos,City,Cuba,186644,22.1444481,-80.4402944
Shendi,City,Sudan,186611,16.6804922,33.4200166
Pécs,City,Hungary,186262,46.0804289,18.2200142
Marbella,City,Spain,186131,36.5166199,-4.8833301
Madiun,City,Indonesia,186099,-7.634587,111.5149914
Ad Damazīn,City,Sudan,186051,11.7704043,34.3499857
Arica,City,Chile,185999,-18.500022,-70.2899838
Jamaame,City,Somalia,185270,0.0721778,42.7505582
Kütahya,City,Turkey,185008,39.4200086,29.9299971
Yei,City,S. Sudan,185000,4.0903821,30.6800288
Mainz,City,Germany,184997,49.9824725,8.2732192
Ruse,City,Bulgaria,184270,43.8536914,25.9733394
Tiarat,City,Algeria,184195,35.380436,1.3199605
Fianarantsoa,City,Madagascar,184184,-21.4333313,47.0832653
Kramatorsk,City,Ukraine,184105,48.7193634,37.5343908
Kutaisi,City,Georgia,183945,42.2499909,42.729991
Tarlac,City,Philippines,183930,15.4837952,120.5833785
Dese,City,Ethiopia,183802,11.1299783,39.6300252
Corum,City,Turkey,183418,40.5199931,34.9500008
Kalamazoo,City,United States of America,183381,42.2921588,-85.5871896
Gweru,City,Zimbabwe,183358,-19.4500415,29.8200297
Mataró,City,Spain,183293,41.5399567,2.4500207
Manta,City,Ecuador,183166,-0.9800061,-80.7299667
Bhusawal,City,India,183001,21.0199947,75.8300378
Shibin el Kom,City,Egypt,182900,30.55448231679752,31.006953163624576
Atyrau,City,Kazakhstan,182753,47.1126915,51.9200244
Pinrang,City,Indonesia,182731,-3.7857263,119.6522208
Kamensk Uralskiy,City,Russia,182500,56.4204696,61.9350203
Chilpancingo,City,Mexico,182387,17.549974,-99.5000096
Biratnagar,City,Nepal,182324,26.4837439,87.2833439
Bahraich,City,India,182218,27.56742665546232,81.60611406683459
Barrie,City,Canada,182041,44.3837624,-79.7000037
Chingola,City,Zambia,182015,-12.5396106,27.8500207
Amarillo,City,United States of America,181766,35.2299801,-101.8299966
Tonk,City,India,181734,26.1504568,75.7900402
Probolinggo,City,Indonesia,181656,-7.7496187,113.1500337
Sirsa,City,India,181639,29.4903821,75.0299833
Santa Barbara,City,United States of America,181632,34.41079912844683,-119.7166177148008
Anda,City,China,181533,46.399996,125.3200402
Brownsville,City,United States of America,181399,25.9199799,-97.5000025
Hinthada,City,Myanmar,180728,17.6482626,95.4678572
Gangneung,City,South Korea,180611,37.7558724,128.8961527
Castello,City,Spain,180610,39.9704142,-0.0500076
Funtua,City,Nigeria,180475,11.5203937,7.3200077
El Jadida,City,Morocco,180470,33.2603587,-8.5099821
Reggio di Calabria,City,Italy,180353,38.1149978,15.6413602
Zuwara,City,Libya,180310,32.9344096,12.0791487
Savannah,City,United States of America,180187,32.0211062,-81.1099952
Rio Claro,City,Brazil,180147,-22.4099642,-47.5600275
Tangail,City,Bangladesh,180144,24.2499785,89.9200305
Obuasi,City,Ghana,180117,6.190409,-1.6599868
Ceerigaabo,City,Somaliland,180000,10.5832981,47.3333046
Zhaodong,City,China,179980,46.0804289,125.98
Balkh,City,Afghanistan,179969,36.7501199,66.8997302
Potosí,City,Bolivia,179901,-19.5695691,-65.7500283
Phan Rang,City,Vietnam,179773,11.5670317,108.9833113
Varamin,City,Iran,179603,35.3165898,51.6466044
Passo Fundo,City,Brazil,179529,-28.2500211,-52.4199893
Almería,City,Spain,179405,36.8303475,-2.4299915
Vizianagaram,City,India,179358,18.110991898813182,83.40137201021288
Sittwe,City,Myanmar,179032,20.1399968,92.8800048
Klerksdorp,City,South Africa,178921,-26.8800272,26.6200183
Si Racha,City,Thailand,178916,13.1590275,100.9286608
Mary,City,Turkmenistan,178708,37.6000163,61.8333211
El Arish,City,Egypt,178651,31.1248818,33.8005619
Boma,City,Dem. Rep. Congo,178638,-5.8299943,13.0499939
Sangolquí,City,Ecuador,178582,-0.3100211,-78.4599502
Erie,City,United States of America,178182,42.1299207,-80.0849931
Nogales,City,Mexico,178097,31.305,-110.9449958
Teziutlán,City,Mexico,177796,19.8204297,-97.3599852
Korhogo,City,Côte d'Ivoire,177711,9.4599768,-5.6399506
Termiz,City,Uzbekistan,177687,37.2329328,67.2729374
Ar Raqqah,City,Syria,177636,35.9303766,39.0199849
El Oued,City,Algeria,177497,33.3704037,6.8599841
Treviso,City,Italy,177309,45.6700147,12.2400175
Vellore,City,India,177081,12.9203858,79.1500419
Kadugli,City,Sudan,176931,11.0099597,29.700037
Denton,City,United States of America,176930,33.2157619,-97.1288365
Nyíregyháza,City,Hungary,176880,47.9653268,21.7187154
Alappuzha,City,India,176783,9.5004136,76.3700048
Malayer,City,Iran,176573,34.3199839,48.8499792
Letpadan,City,Myanmar,176571,17.7818978,95.7414839
Yuzhno Sakhalinsk,City,Russia,176484,46.9649744,142.7400105
Ouargla,City,Algeria,176271,31.9699724,5.3400252
Regina,City,Canada,176183,50.450033,-104.6170099
Salatiga,City,Indonesia,176000,-7.3095422,110.4900927
Turku,City,Finland,175945,60.4538668,22.2549617
Saveh,City,Iran,175533,35.0218274,50.3314392
Modena,City,Italy,175502,44.6500252,10.9199947
Les Cayes,City,Haiti,175457,18.2003736,-73.7499793
Suva,City,Fiji,175399,-18.1330159,178.4417073
Bose,City,China,175282,23.8997156,106.6133268
Entebbe,City,Uganda,175128,0.0603955,32.4600236
Sirjan,City,Iran,175000,29.4699699,55.7300244
Yangmei,City,Taiwan,175000,24.9166667,121.15
Taitung,City,Taiwan,175000,22.7553927,121.140037
Harar,City,Ethiopia,174994,9.3199595,42.1500264
As Samawah,City,Iraq,174978,31.3098576,45.2802746
Hirosaki,City,Japan,174972,40.5699901,140.4700199
Tomakomai,City,Japan,174806,42.6504057,141.5500057
Wahiawa,City,United States of America,174766,21.5030919,-158.0236209
Puerto Montt,City,Chile,174629,-41.4699894,-72.9299777
George,City,South Africa,174582,-33.950035,22.4500402
Bo,City,Sierra Leone,174354,7.9700161,-11.7400175
Waterbury,City,United States of America,174236,41.5500078,-73.050022
Evansville,City,United States of America,174102,37.9746963,-87.5558291
Puerto Cabello,City,Venezuela,174000,10.459714496602153,-68.00652938505468
Saida,City,Lebanon,173894,33.5630276,35.3687866
Obihiro,City,Japan,173890,42.9304144,143.1700101
Bida,City,Nigeria,173849,9.0804134,6.0100101
Simla,City,India,173503,31.1000255,77.166597
Stavanger,City,Norway,173132,58.9700039,5.6800044
Esmeraldas,City,Ecuador,173101,0.9304199,-79.6699797
Bata,City,Eq. Guinea,173046,1.8700008,9.7699873
Ulm,City,Germany,172955,48.4003906,9.9999991
Hong Gai,City,Vietnam,172915,20.9604118,107.1000154
Lishui,City,China,172777,28.4504197,119.9000093
Riobamba,City,Ecuador,172464,-1.6700415,-78.650042
Banyuwangi,City,Indonesia,172424,-8.1950179,114.3695975
Isparta,City,Turkey,172334,37.7699801,30.5299605
Weinan,City,China,172321,34.500438,109.5000756
Peoria,City,United States of America,172308,40.689440128207266,-89.57868049789218
Bade,City,Taiwan,172065,24.9575,121.2988889
Nova Friburgo,City,Brazil,171991,-22.2599992,-42.5400497
Tébessa,City,Algeria,171742,35.4104342,8.1200105
Prizren,City,Kosovo,171464,42.2293203,20.7500923
Kragujevac,City,Serbia,171197,44.0199603,20.9200044
Pitești,City,Romania,171021,44.8563176,24.8758353
Poughkeepsie,City,United States of America,170996,41.7002311,-73.9214159
Rijeka,City,Croatia,170992,45.3299837,14.4500118
Djelfa,City,Algeria,170901,34.6799878,3.2500236
Cedar Rapids,City,United States of America,170621,41.9699821,-91.660023
Temirtau,City,Kazakhstan,170600,50.0650177,72.964993
Uvira,City,Dem. Rep. Congo,170391,-3.3699894,29.1400195
Burgos,City,Spain,170183,42.3503982,-3.6799669
Takaoka,City,Japan,170077,36.6700214,136.9999991
Araçatuba,City,Brazil,170024,-21.2099857,-50.4500061
Fuyang,City,China,170023,32.9004065,115.82
Čačak,City,Serbia,170000,43.8897357,20.330118
Dijon,City,France,169946,47.3304043,5.0300183
Keluang,City,Malaysia,169828,2.038311,103.317869
Nîmes,City,France,169547,43.8303854,4.3500081
Al Marj,City,Libya,169540,32.5004568,20.8299841
Barra Mansa,City,Brazil,169386,-22.5600325,-44.1699502
Jayapura,City,Indonesia,169341,-2.5329862,140.69998
Sarh,City,Chad,169196,9.1499699,18.3900297
Medinipur,City,India,169127,22.399723290749197,87.33387196534922
Arad,City,Romania,169065,46.17001,21.31998
Bandar-e Bushehr,City,Iran,169060,28.9199776,50.8300134
Sonsonate,City,El Salvador,168947,13.7199752,-89.7299858
Baranavichy,City,Belarus,168772,53.1368457,26.0134403
Atbarah,City,Sudan,168612,17.7099901,33.9799825
Würzburg,City,Germany,168561,49.8004344,9.950028
Hindupur,City,India,168312,13.7803591,77.4899882
Nzérékoré,City,Guinea,168121,7.7600031,-8.8299884
Baramula,City,India,167986,34.2004305,74.3500248
Jamalpur,City,Bangladesh,167900,24.9004297,89.9500028
Chirchiq,City,Uzbekistan,167842,41.4549748,69.5599812
Berezniki,City,Russia,167748,59.4200023,56.7599873
Volgodonsk,City,Russia,167731,47.5099799,42.1599483
Ormac,City,Philippines,167584,11.0642975,124.6075256
Miass,City,Russia,167500,54.9954144,60.0949259
Oldenburg,City,Germany,167458,53.1299986,8.2200044
Waco,City,United States of America,167347,31.5491712,-97.1463807
Abakan,City,Russia,167289,53.7036845,91.445002
Benha,City,Egypt,167029,30.4666651,31.1833356
Novocherkassk,City,Russia,166974,47.4199595,40.0800236
Gonaïves,City,Haiti,166678,19.4504265,-72.6832485
